title,authors,publishedDate,categories,description,averageRating,textSnippet,language
Seven Up,['Janet Evanovich'],2002-06-17,['Fiction'],"Experience the bestselling phenomenon that is sweeping the nation! #1 New York Times #1 Wall Street Journal #1 Entertainment Weekly #1 Publishers Weekly #1 Booksense #1 Los Angeles Times BLOWN UP All New Jersey bounty hunter Stephanie Plum has to do is bring in semi-retired bail jumper Eddie DeChooch. For an old man he's still got a knack for slipping out of sight--and raising hell. How else can Stephanie explain the bullet-riddled corpse in Eddie's garden? Who else would have a clue as to why two of Stephanie's friends suddenly vanished? For answers Stephanie has the devil to pay: her mentor, Ranger. The deal? He'll give Stephanie all the help she needs--if she gives him everything he wants . . . MESSED UP As if things weren't complicated enough, Stephanie's just discovered her Grandma Mazur's own unmentionable alliance with Eddie. Add a series of unnerving break-ins, not to mention the bombshell revelation leveled by Stephanie's estranged sister, and Stephanie's ready for some good news. Unfortunately, a marriage proposal from Joe Morelli, the love of her life, isn't quite cutting it. And now--murder, a randy paramour, a wily mobster, death threats, extortion, and a triplie kidnapping aside--Stephanie's really got the urge to run for her life . . . SEVEN UP",4,N/A,en
The Mirror Crack'd from Side to Side,['Agatha Christie'],1962,['Fiction'],"Volume 63 in the Agatha Christie Collection (1962)Limited edition of 1000 copies worldwideOne minute, silly Heather Badcock had been gabbling on at her movie idol, the glamorous Marina Gregg. The next, Heather suffered a massive seizure. But for whom was the deadly poison really intended?Marina_s frozen expression suggested she had witnessed something horrific. But, while others searched for material evidence, Miss Marple conducted a very different investigation _ into human nature.",5,N/A,en
The Pale Horse,"['Agatha Christie', 'Hugh Fraser']",2006,['Detective and mystery stories'],"The Pale Horse is a converted Tudor inn in an English village, inhabited by the local witch and an inane medium. Mark Easterbrook thinks them harmless fools until he learns about the gang that specialises in the removal of rich, unwanted relatives.",N/A,N/A,en
A Caribbean Mystery,['Agatha Christie'],1967,['Caribbean Area'],N/A,N/A,N/A,en
The House at Riverton,['Kate Morton'],2007,['Fiction'],"This gorgeous debut novel is set in England between the two World Wars. The story of an aristocratic family, a mysterious death, and a vanishing way of life is told in flashback by a woman who witnessed it all and kept secrets for more than 50 years.",N/A,N/A,en
Frankenstein,['Mary W. Shelley'],1987,[],N/A,N/A,N/A,en
Call for the Dead,['John Le Carré'],1979,['Fiction'],"Featuring an introduction by the author, this is a paperback reissue of the debut novel that introduces one of the most popular characters in espionage fiction: George Smiley. Copyright © Libri GmbH. All rights reserved.",4,N/A,en
N Or M?,['Agatha Christie'],2001,['Fiction'],"Tommy & Tuppence are hired to track down wartime spies at a seaside resort... It is World War II, and while the RAF struggles to keep the Luftwaffe at bay, Britain faces an even more sinister threat from 'the enemy within' - Nazis posing as ordinary citizens. With pressure mounting, the Intelligence service appoints two unlikely spies, Tommy and Tuppence Beresford. Their mission: to seek out a man and a woman from among the colourful guests at Sans Souci, a seaside hotel. But this assignment is no stroll along the promenade. After all, N and M have just murdered Britain's finest agent...",N/A,N/A,en
At Bertram's Hotel ; A Caribbean Mystery,['Agatha Christie'],1965,['Detective and mystery stories'],N/A,N/A,N/A,en
The labours of Hercules,['Agatha Christie'],1980,['Mystery'],N/A,N/A,N/A,en
The Clockmaker's Daughter,['Kate Morton'],2019-04-18,['Oxfordshire (England)'],"From the bestselling author of The House at Riverton and The Secret Keeper, Kate Morton brings us her trademark mix of secrets, lies, and intricately layered mysteries in her sixth novel, The Clockmaker's Daughter. My real name, no one remembers. The truth about that summer, no one else knows. In the depths of a nineteenth-century winter, a little girl is abandoned in the narrow streets of London. Adopted by a mysterious stranger, she becomes in turn a thief, a friend, a muse, and a lover. Then, in the summer of 1862, shortly after her eighteenth birthday, she retreats with a group of artists to a beautiful house on a quiet bend of the Upper Thames . . . Tensions simmer and one hot afternoon a gun-shot rings out. A woman is killed, another disappears, and the truth of what happened slips through the cracks of time. Over the next century and beyond, Birchwood Manor welcomes many newcomers but guards its secret closely - until another young woman is drawn to visit the house because of a family secret of her own . . . As the mystery of The Clockmaker's Daughter by Kate Morton begins to unravel, we discover the stories of those who have passed through Birchwood Manor since that fateful day in 1862. Intricately layered and richly atmospheric, it shows that, sometimes, the only way forward is through the past.",N/A,N/A,en
Where Are You Now?,['Mary Higgins Clark'],2009-03-24,['Fiction'],"As Carolyn MacKenzie unravels the mystery behind her brother's disappearance ten years ago, she confronts someone close to her that is equally determined to keep his whereabouts secret at any cost.",N/A,N/A,en
Purr-fect Crime,"['Martin Harry Greenberg', 'Carol-Lynn Rossel Waugh', 'Isaac Asimov']",1996-03,['Fiction'],"Unique collection of murder crimes muse of humanity's ancient companion, the cat.",N/A,N/A,en
Ordeal by Innocence,['Agatha Christie'],1958,['Detective and mystery stories'],"When Jacko Argyle, deceased, was absolved of the murder of his mother, suspicion was shifted to the other surviving members of the household. Mrs. Argyle had been a peculiarly domineering woman with a considerable fortune at her disposal, and motives were not difficult for Superintendent Huish to discover. But who in the little family circle was the guilty one? And which were the innocent?",N/A,N/A,en
The Full Cupboard of Life,['Alexander McCall Smith'],2003-01-01,['Botswana'],"Mma Ramotswe is still engaged to Mr J.L.B. Matekoni. She wonders when a day for the wedding will be named, but she is anxious to avoid putting too much pressure on her fiance. For he has other things on his mind - notably a frightening request made of him by Mma Potokwani.",N/A,N/A,en
The Girl on the Train,['Paula Hawkins'],2016-05,['Commuters'],"Rachel catches the same commuter train every morning. She even feels she knows the people who live in one of the houses. 'Jess and Jason', she calls them. Their life - as she sees it - is perfect. If only Rachel could be that happy.And then she sees something shocking. It's only a minute until the train moves on, but it's enough. Now everything's changed. Now Rachel has a chance to become a part of the lives she's only watched from afar. Now they'll see: she's much more than just the girl on the train...",N/A,N/A,en
Longshot,['Dick Francis'],1990,['Fiction'],"""Fast-paced, meticulously plotted...Nobody sets up a mystery better than Dick Francis."" SAN FRANCISCO CHRONICLE Travel writer John Kendall didn't think he was doing anything too out of the ordinary when he tramped off to rural England for an interview with a successful race horse trainer. Soon enough, however, Kendall realizes that completing the book will be tricky at best. In fact, the perils described in his survival manuals pale next to the dangers in rural England.... Selected by the Literary Guild, the Mystery Guild, and Doubleday Book Club",N/A,N/A,en
Hallowe'en Party,['Agatha Christie'],1969-01,[],N/A,N/A,N/A,en
Hard News,['Jeffery Deaver'],2001-01-01,['Fiction'],"Working as an assistant camera operator for a major news network, Rune discovers a tape in the network's archives of a man convicted of murder, and, convinced of his innocence, she begins resurrecting the old murder case.",N/A,N/A,en
Payment in Blood,['Elizabeth George'],1990,['Fiction'],"The career of playwright Joy Sinclair comes to an abrupt end on an isolated estate in the Scottish Highlands when someone drives and eighteen-inch dirk through her neck. Called upon to investigate the case in a country where they have virtually no authority, aristocratic Detective Inspector Thomas Lynley and his partner, Detective Sergeant Barbara Havers, grapple for both a motive and a murderer. Emotions run deep in this highly charged drama, for the list of suspects soon includes Britain's foremost actress, its most successful theatrical producer, and the woman Lynley loves. He and Havers must tread carefully through the complicated terrain of human relationships, while they work to solve a case rooted in the darkest corners of the past and the unexplored regions of the human heart.",N/A,N/A,en
London Match,['Len Deighton'],1993,['Fiction'],"""Taut...Splendid...First rate."" THE WALL STREET JOURNAL With treason epidemic in London Central, a cloud of suspicion passes over each senior agent, and each falls helplessly into Moscow Centre's brilliant, complex trap. As LONDON MATCH rushes toward its amazing climax, the ultimate, decisive confrontation is about to take place--between Samson and the British KGB agent who, from the very beginning, has held Samson's entire life in delicate balance.",4,N/A,en
Blood Price,['Tanya Huff'],2013-06-04,['Fiction'],"""Blood Ties, now an original series on Lifetime""--Cover.",N/A,N/A,en
The Seventh Function of Language,['Laurent Binet'],2017-08,['Fiction'],"The suspicious death of literary critic Roland Barthes in 1980 Paris reveals the secret history of the French intelligentsia, plunging a hapless police detective into the depths of literary theory as it was documented in a famed linguist's lost manuscript.",N/A,N/A,en
Second Wind,['Dick Francis'],2000,['Fiction'],A hurricane-chasing trip to the Caribbean spells danger for English meteorologist Perry Stuart as a terrifying accident during his holiday excursion reveals deadly secrets that could get him killed.,N/A,N/A,en
Confessor,['Terry Goodkind'],2007,['Fiction'],Fantasy-roman.,N/A,N/A,en
The Art Thief,['Noah Charney'],2007,['Art thefts'],"Rome: In the small Baroque church of Santa Giuliana, a magnificent Caravaggio altarpiece disappears without a trace in the middle of the night. Paris: In the basement vault of the Malevich Society, curator Genevieve Delacloche is shocked to discover the disappearance of the Society's greatest treasure, White-on-White by Suprematist painter Kasimir Malevich. London: At the National Gallery of Modern Art, the museum's latest acquisition is stolen just hours after it was purchased for more than six million pounds. In The Art Thief, three thefts are simultaneously investigated in three cities, but these apparently isolated crimes have much more in common than anyone imagines. In Rome, the police enlist the help of renowned art investigator Gabriel Coffin when tracking down the stolen masterpiece. In Paris, Genevieve Delacloche is aided by police inspector Jean-Jacques Bizot, who finds a trail of bizarre clues and puzzles that leads him ever deeper into a baffling conspiracy. In London, inspector Harry Wickenden of Scotland Yard oversees the museum's attempts to ransom back its stolen painting, only to have the masterpiece's recovery deepen the mystery even further.A dizzying array of forgeries, overpaintings, and double-crosses unfolds as the story races through auction houses, museums, and private galleries -- and the secret places where priceless works of art are made available to collectors who will stop at nothing to satisfy their hearts' desires. Full of fascinating art-historical detail, crackling dialogue, and a brain-teasing plot, Noah Charney's debut novel is a sophisticated, stylish thriller, as irresistible and multifaceted as a great work of art.",N/A,N/A,en
The Teen Model Mystery,['Carolyn Keene'],1995-06,['Juvenile Fiction'],Nancy uncovers a dark secret inside a world of beauty and glamor.,5,N/A,en
While My Pretty One Sleeps,['Mary Higgins Clark'],1990,['Fiction'],Gossip columnist Ethel Launbston is murdered and boutique owner Neeve Kearny is plunged into a tangled web not realizing that her own life is threatened.,N/A,N/A,en
An Overdose of Death,['Agatha Christie'],1978,['Fiction'],N/A,N/A,N/A,en
The Thirteen Problems,['Agatha Christie'],1967,['Large type books'],N/A,N/A,N/A,en
The Hound of the Baskervilles,['Arthur Conan Doyle'],1985,['Detective and mystery stories'],"Part of the ANDRE DEUTSCH CLASSICS series, a classic mystery story which features Sherlock Holmes, who is called upon to investigate reports of a beast which is terrorizing an American gentleman and his family. Includes an introduction by Trevor McDonald.",N/A,N/A,en
Crime and Punishment,['Fedor Mikhailovich Dostoevskii'],1968,['Murder'],"Raskolnikov commits murder. He then must deal both with the police, and his own guilty conscience. Determined to overreach his humanity and assert his untrammelled individual will, Raskolnikov, an impoverished student living in the St. Petersburg of the Tsars, commits an act of murder and theft, and sets in motion a story which, for its excruciating suspense, its atmospheric vividness, and its profundity of characterization and vision, is almost unequaled in the literatures of the world. The best known of Dostoevsky's masterpieces, Crime and Punishment can bear any amount of rereading without losin a drop of its power over our imagination.",N/A,N/A,en
The Black Circle,['Patrick Carman'],2009,['Juvenile Fiction'],"Enter the world of Geronimo Stilton, where another funny adventure is always right around the corner. Each book is a fast-paced adventure with lively art and a unique format kids 7-10 will love. Have you met my very young assistant editor, Pinky Pick? She is only thirteen years old, but she is one of the cleverest mice I've ever known. If you've ever wondered how Pinky came to work for me at The Rodent's Gazette, this is the book for you! It's a looooong story... and one that's full of adventure, laughs, and of course, like all of my books, lots of embarrassing moments for yours truly!",N/A,N/A,en
Mystery of Smugglers Cove,['Franklin Dixon'],1988,['Juvenile Fiction'],"Originally published: New York: Simon & Schuster, c1980.",N/A,N/A,en
The Golden Spiders,['Rex Stout'],1953,['Fiction'],Incredibly brilliant Nero Wolfe is famous for his genius at detection. He is also famous for his wealthy clients and extremely high fees. So why has Wolfe accepted a case for $4.30? And why have the last two people to hire him been ruthlessly murdered?,N/A,N/A,en
The adventure of the Christmas pudding,['Agatha Christie'],1963,['Mystery'],N/A,N/A,N/A,en
The Mystery of the Winged Lion,['Carolyn Keene'],1983,['Mystery'],N/A,N/A,N/A,en
The Day of the Jackal,['Frederick Forsyth'],1971,['Assassins'],"The Jackal. A tall, blond Englishman with opaque, gray eyes. A killer at the top of his profession. A man unknown to any secret service in the world. An assassin with a contract to kill the world's most heavily guarded man. One man with a rifle who can change the course of history. One man whose mission is so secretive not even his employers know his name. And as the minutes count down to the final act of execution, it seems that there is no power on earth that can stop the Jackal.",5,N/A,en
The Mystery of the Missing Necklace,['Enid Blyton'],2010,['Adventure fiction'],"Fatty's disguises are better than ever. No one recognises him as a balloon seller, or as the old man in the village. Burglaries are going on and the police are baffled. It's a new mystery for the Five Find-Outers and Dog!",4,N/A,en
Body of Evidence,['Patricia Cornwell'],1992,['Detective and mystery stories'],"A reclusive writer is dead. And her final manuscript has disappeared ... Someone is stalking Beryl Madison. Someone who spies on her and makes threatening, obscene phone-calls. Terrified, Beryl flees to Key West - but eventually she must return to her Richmond home. The very night she arrives, Beryl inexplicably invites her killer in ... Thus begins for Dr Kay Scarpetta the investigation of a crime that is as convoluted as it is bizarre. Why would Beryl open the door to someone who brutally slashed and then nearly decapitated her? Did she know her killer? Adding to the intrigue is Beryl's enigmatic relationship with a prize-winning author and the disappearance of her own manuscript. As Scarpetta retraces Beryl's footsteps, an investigation that begins in the laboratory with microscopes and lasers leads her deep into a nightmare that soon becomes her own. For more about Patricia Cornwell and her books visit her website at www.patricia-cornwell.com",N/A,N/A,en
False Moves,['Carolyn Keene'],1987,['Juvenile Fiction'],Nancy must help her ex-boyfriend as he tries to clear his new girlfriend's name.,N/A,N/A,en
The Secret of Chimneys,['Agatha Christie'],1983,['Large type books'],N/A,N/A,N/A,en
A Pocket Full of Rye,['Agatha Christie'],1954,['Detective and mystery stories'],N/A,N/A,N/A,en
And Then There Were None and Selected Plays,['Agatha Christie'],2014,"['Detective and mystery plays, English']",Compiles four of Christie's stage dramas.,N/A,N/A,en
The Secret of Chimneys,['Agatha Christie'],1989,"['Battle, Superintendent (Fictitious character)']","Little did Anthony Cade suspect that an errand for a friend would place him at the center of a deadly conspiracy. Drawn into a web of intrigue, he begins to realize that the simple favor has placed him in serious danger.",N/A,N/A,en
The Murder at the Vicarage,['Agatha Christie'],1983,['Mystery'],2 books in 1.,N/A,N/A,en
The Messenger,['Markus Zusak'],2002,['Fiction'],"""The Messenger is comedic, romantic, thrilling, confronting, playful, deceptive... While it shares qualities with Nick Hornby's How to Be Good and Iain Softley's film K-Pax, it is cleverer, subtler and more profound than either and, as a bonus, determinedly Australian."" (Australian Book Review)Meet Ed Kennedy - cab driving prodigy, pathetic card player and useless at sex. He lives in a suburban shack, shares coffee with his dog, the Doorman, and he's in nervous love with Audrey. His life is one of peaceful routine and incompetence - until he inadvertently stops a bank robbery. That's when the first Ace turns up. That's when Ed becomes the messenger. Chosen to care, he makes his way through town, helping and hurting (where necessary) until only one question remains. Who's behind Ed's mission? The Messenger, by the highly acclaimed author Markus Zusak, is a cryptic journey filled with laughter, fists and love.",5,N/A,en
Vengeance in Death,"['J. D. Robb', 'Nora Roberts']",2003-12-01,"['Dallas, Eve (Fictitious character)']","In a time when technology links the law and the lawless, predators and prey can be one and the same. He is an expert with the latest technology...a madman with the mind of a genius and the heart of a killer. He quietly stalks his prey. Then he haunts the police with cryptic riddles about the crimes he is about to commit - always solved moments too late to save his victims' lives. Police lieutenant Eve Dallas finds the first victim butchered in his own home. The second loses his life in a vacant luxury apartment. The two men had little in common. Both suffered unspeakable torture before their deaths. And both had ties to an ugly secret of ten years past - a secret shared by none other than Eve's new husband, Roarke.",N/A,N/A,en
Everyone in My Family Has Killed Someone,['Benjamin Stevenson'],2023-01-17,[],"Knives Out and Clue meet Agatha Christie and The Thursday Murder Club in this ""utterly original"" (Jane Harper), ""not to be missed"" (Karin Slaughter), fiendishly clever blend of classic and modern murder mystery. Everyone in my family has killed someone. Some of us, the high achievers, have killed more than once. I'm not trying to be dramatic, but it is the truth. Some of us are good, others are bad, and some just unfortunate. I'm Ernest Cunningham. Call me Ern or Ernie. I wish I'd killed whoever decided our family reunion should be at a ski resort, but it's a little more complicated than that. Have I killed someone? Yes. I have. Who was it? Let's get started. EVERYONE IN MY FAMILY HAS KILLED SOMEONE My brother My stepsister My wife My father My mother My sister-in-law My uncle My stepfather My aunt Me",N/A,N/A,en
"Merry Christmas, Alex Cross",['James Patterson'],2012-11-12,['Fiction'],It's Christmas Eve and Detective Alex Cross is called away from his family to resolve a horrific hostage situation that is spiraling out of control. (suspense). Simultaneous.,N/A,N/A,en
Problem at Pollensa Bay,['Agatha Christie'],1993,['Detective and mystery stories'],"Parker Pyne is on holiday at Pino D'Oro on the island of Mallorca. Unfortunately also staying at the hotel are two fellow British guests, Mrs Adela Chester and her dutiful young son, Basil. When Mrs Chester discovers that Pyne is a 'wizard' at solving human problems, she calls on him to save Basil from a most unsuitable marriage.",N/A,N/A,en
The Godfather,['Mario Puzo'],1964,[],N/A,N/A,N/A,en
The Secret of the Wooden Lady,['Carolyn Keene'],1967,['JUVENILE FICTION'],Nancy Drew and her friends visit an old clipper ship in Boston harbor and help Captain Easterly uncover a mystery.,N/A,N/A,en
The Man Who Was Thursday,['G. K. Chesterton'],1986,['Fiction'],"A clever detective infiltrates the Council of the Days, a secret organization of anarchists with seven members, each disguised and named for a day of the week",N/A,N/A,en
"Merry Christmas, Alex Cross",['James Deane Patterson'],2012,['African American detectives'],It's Christmas Eve and Detective Alex Cross is called away from his family to resolve a horrific hostage situation that is spiraling out of control.,N/A,N/A,en
Sparkling Cyanide,['Agatha Christie'],1993,['England'],"One year ago on November 2nd, seven people sat down to dinner at the restaurant Luxembourg. One of them, Rosemary Barton, never got up. She was thought to have committed suicide due to post-flu depression.",N/A,N/A,en
Strangers in Death,['J. D. Robb'],2008,['Businessmen'],"Technology may be different in 2060 New York, yet the city is still a place of many cultures and great divides. But as ever, some murders receive more attention than others - especially those in which the victim is a prominent businessman, found in his Park Avenue apartment, tied to the bed - and strangled - with cords of black velvet.It doesn't surprise Lieutenant Eve Dallas that Thomas Anders' scandalous death is a source of titillation and speculation to the public - and of humiliation to his family. But while all those in the city are talking about it, people close to Anders aren't so anxious to do the same. With some help from her billionaire husband, Roarke, Eve is soon knocking on doors- or barging through them - to find answers.But the facts don't add up. Physical evidence suggests that the victim didn't struggle. The security breach in the apartment indicates that the killer was someone connected to the family, but everyone's alibi checks out. Was this a kinky sex game that turned into a crime of passion - or a meticulously planned execution? It's up to Dallas to solve a case in which strangers may be connected in unexpected, and deadly, ways.",N/A,N/A,en
Mystery of the Ivory Charm,['Carolyn Keene'],1974,['Juvenile Fiction'],Nancy Drew determines if an ivory elephant charm really protects its wearer from harm when she investigates the involvement of a member of the Bengleton Wild-Animal Show in a mysterious scheme.,5,N/A,en
The Case of the Bizarre Bouquets,['Nancy Springer'],2009,['Juvenile Fiction'],"Fourteen-year-old Enola Holmes, disguised as a beautiful woman, finds clues in floral bouquets as she searches for the missing Doctor Watson, a companion of her famous older brother, Sherlock.",N/A,N/A,en
A Pocket Full of Rye,['Agatha Christie'],1986-04-01,['Mystery'],N/A,N/A,N/A,en
The Case of the Creative Crime,['Carolyn Keene'],2002,['Juvenile Nonfiction'],Nancy and Bess start hunting for an elusive suspect to save the Pennington Estate. Nancy's best lead comes from someone who wants to remain anonymous.,N/A,N/A,en
Bloodline,['Sidney Sheldon'],1979,[],N/A,N/A,N/A,en
Plum Lovin',['Janet Evanovich'],2008-01-08,['Fiction'],"Receiving simultaneous caches of love letters and hate mail, Connie Rosolli enlists the aid of Lula, Grandma Mazur, and the enigmatic Diesel when she becomes suspicious that her secret admirer and stalker are the same person.",N/A,N/A,en
Eight Days of Luke,['Diana Wynne Jones'],1992-01,"[""Children's stories""]","A teenage boy learns that his new friend possesses supernatural powers, and as they encounter a series of mysterious people, he discovers his friend's true origins.",N/A,N/A,en
Hide,['Lisa Gardner'],2007,['Fiction'],"Opening up a newspaper to discover that she is supposed to be dead, Annabelle Mary Granger finds herself trapped in the middle of a two-decades-old crime that leads her to homicide detective Bobby Dodge and a confrontation with two separate killers.",N/A,N/A,en
Killing Floor,['Lee Child'],2022,['Fiction'],N/A,N/A,N/A,en
Cry Wolf,['Wilbur Smith'],2001-12-09,['Fiction'],"The year is 1935, shortly before orld War II. From the sea to the schorching deserts of Africa to the peaks of it's treacherous mountains, where a dramatic struggle to stay alive awaits them ...",4,N/A,en
Destination Unknown,['Agatha Christie'],1955,['Detective and mystery stories'],"In Paris, brilliant nuclear physicist Tom Betterton simply vanishes - the latest in an odd series of disappearing scientists. Defections? Kidnappings? A discreet London office wants to know ... In Morocco, beatuiful, bereft Hilary Craven accepts a reckless and top-secret assignment. She agrees to pass as Betterton's wife, on a journey to the heart of a global conspiracy - where mere suspicion means instant murder.",N/A,N/A,en
Double Sin and Other Stories,['Agatha Christie'],1990-12-01,['Fiction'],"Eight stories feature the Belgian detective Hercule Poirot and the amateur English sleuth Miss Jane Marple, as well as two tales of the supernatural",N/A,N/A,en
The Black Opal,"['Eleanor Burford Hibbert', 'Victoria Holt']",1994,['Fiction'],"Abandoned as a baby, her exotic beauty prompted hushed whispers of gypsy blood. But lovely Carmel March remained shrouded in mystery.... When tragedy struck her adopted home of Commonwood House, little Carmel had been bundled off to Australia. Returning to England as a young woman, she became haunted by questions from her past, as well as the shocking revelation that she had been rushed from a murder scene those many years ago. Yet she was convinced that the wrong man had been sentenced for the crime. Was the answer locked away in her childhood memory--or in the dark, secretive behavior of her old childhood friend, Lucian? And what fateful role did the opals--always present at crucial moments of her life--play? For only when she released the dark secrets imprisoned at Commonwood would she find the freedom to love.... ""Victoria Holt's mysteries are among the best."" --Minneapolis Star & Tribune ""The prolific Miss Holt--.combines suspense and romance with the master's touch."" --Boston Herald",N/A,N/A,en
For Special Services,['John E. Gardner'],1982,['English fiction'],N/A,N/A,N/A,en
The Woman in Blue,['Elly Griffiths'],2016,['FICTION'],"When a woman matching the description of an apparition mistaken for the Virgin Mary is found dead at the same time an Anglican priest begins receiving threatening letters, Ruth Galloway teams up with Cathbad and DCI Harry Nelson to investigate a string of deaths tied to religious fanaticism in the medieval town of Little Walsingham.",N/A,N/A,en
Spider's Web,"['Agatha Christie', 'Charles Osborne']",2001,"['Detective and mystery stories, English']","Clarissa, the second wife of Henry Hailsham Brown, is adept at spinning tales of adventure for their bored diplomatic circle. When a murder takes place in her drawing room she finds live drama much harder to cope with, especially as she suspects the murderer might be her young stepdaughter Pippa. Worse still, the victim is the man who broke up Henry's first marriage Clarissa's fast talking places her in some hair raising experiences, as she comes to learn that the facts are much more terrifying than fiction...",N/A,N/A,en
Kiss,['Ed McBain'],1992,['Fiction'],The policemen of the 87th precinct are uneasy about the threats on a woman's life.,N/A,N/A,en
The Other Side of the Story,['Marian Keyes'],2004,['Americans'],"Jojo Harvey is a literary agent whose star is on the rise. In love with both her married boss and her burgeoning career, not much distracts her. Until she finds herself representing two women who used to be best friends. One of them, Gemma, has suddenly found herself from a broken home - at the age of thirty-two. Meanwhile, Lily - the woman Gemma has always blamed for stealing her one chance of happiness - is enjoying the overnight success of her debut novel. Set in the world of publishing, The Other Side of the Story is about love, loyalty, glass ceilings and survival tactic - and what to do when you get your chance for revenge.",N/A,N/A,en
Lion in the Valley,['Elizabeth Peters'],1999-09,['Fiction'],"Amelia Peabody, the intrepid Egyptologist, returns to the Nile with her sexy archaeologist husband Emerson and their entourage to track down a master criminal wreaking havoc among the excavations.",4,N/A,en
To the Nines,['Janet Evanovich'],2004-06-14,['Fiction'],"Pursuing a skip, Stephanie travels to Las Vegas, where she meets up with Sally Sweet, Joe Morelli, and Ranger, and works to outmaneuver a trio of mobsters who are determined to prevent Stephanie's return home.",4,N/A,en
The Late Show,['Michael Connelly'],2017-07-12,"['Hollywood (Los Angeles, Calif.)']","A pulse-pounding thriller, introducing a driven, young detective trying to prove herself in the LAPD.",N/A,N/A,en
The Other Daughter,['Lisa Gardner'],2004-07-27,['Adoptees'],"What you don't know can kill you. In Texas a serial killer is executed, taking to his grave the identity of his only child. In Boston a nine-year-old girl is abandoned in a hospital, then adopted by a wealthy young couple. Twenty years later, Melanie Stokes still considers herself lucky. Until... Until the terrifying visions begin. Until a has-been reporter starts investigating her past. Until the first note arrives saying YOU GET WHAT YOU DESERVE. Melanie had lost all memory of her life before the adoption, and now someone wants to give it back. Even if it includes the darkest nightmare the Stokes family ever faced: the murder of their first daughter in Texas. As Melanie pursues every lead, chases every shadow in the search for her real identity, two seemingly unrelated events from twenty years ago will come together in a dangerous explosion of truth. And with her very life at stake, Melanie will fear that the family she loves the most may be the people she should trust the least.",N/A,N/A,en
Where are the Children?,['Mary Higgins Clark'],1992,['Fiction'],A mother is accused in the gruesome deaths of her two children.,N/A,N/A,en
"Full Dark, No Stars",['Stephen King'],2010,['Fiction'],"In four previously unpublished short works, a man explores his dark nature, a writer confronts a stranger, a cancer patient makes a deal with the devil, and a woman makes a horrifying discovery about her husband.",3,N/A,en
Five Go Adventuring Again,['Enid Blyton'],1951,['Adventure stories'],A thief at Kirrin Cottage! Who can it be? The Famous Five think they know - but they need proof! Then they find an old map and an unusual hiding place.,N/A,N/A,en
Ghost Stories (Nancy Drew ),['Carolyn Keene'],1989-10,['Juvenile Fiction'],A collection of six ghost stories.,5,N/A,en
The Thanksgiving Surprise,['Carolyn Keene'],1995,['Juvenile Fiction'],"When Nancy's family has company for the holidays, a gold ring disappears and Nancy has to find it.",N/A,N/A,en
Death in Disguise,['Caroline Graham'],1995,"['Barnaby, Chief Inspector (Fictitious character)']","The Lodge of the Golden Windhorse has provided the citizens of Compton Dando with splendid fodder for gossip, prompting speculation of arcane rituals and bizarre sexual practices. But with the murder of the commune's leaders, the rumor-mill goes into overdrive. It's the most exciting thing to happen in Compton Dando since three boys burned down the bus shelter. In trying to solve those murders, Chief Inspector Barnaby is less excited than exasperated. The residents of the Windhorse commune may have been seeking the simple life, but they're all concealing complicated pasts - or past lives. As in Death of a Hollow Man, Graham is at her most gleeful when skewering the eccentricities of a closed community, and no one survives unscathed. Wonderfully funny . . . good plotting, judiciously dropped clues, and a luminescent turn of phrase - Kirkus Lively, shrewdly plotted, and wickedly funny . . . evokes the golden age of the traditional detective story - Orlando Sentinel",N/A,N/A,en
The Night Manager,['John Le Carré'],1993,['Fiction'],"Former British intelligence officer Jonathan Pine attempts to infiltrate the entourage of Roper, a sinister and powerful Englishman responsible for fitting together the pieces for a monumental arms-for-cocaine deal. Reprint.",N/A,N/A,en
Maigret and the Hotel Majestic,"['Georges Simenon', 'Caroline Hillier']",1977,['French fiction'],N/A,N/A,N/A,en
The Valley of Adventure,"['Andrew Donkin', 'Enid Blyton']",1997,['Adventure'],"Who are the two strange pilots, and what is the secret treasure hidden in the lonely valley where the children land? Nothing could be more exciting than a daring night flight on Bill's plane! But Philip, Dinah, Lucy-Ann and Jack soon find themselves flying straight into a truly amazing adventure.",N/A,N/A,en
The Sacred Bones,['Michael Byrnes'],2008,['Fiction'],"At the crossroads of Christian, Islamic, and Jewish faiths, a priceless artifact is stolen from a vault hidden beneath Jerusalem's Temple Mount. With high stakes on sacred ground, time is running out . . . The violent theft leaves thirteen Israeli soldiers and policemen dead, the Palestinians up in arms over the desecration of sacred grounds, and the tension between the two groups dangerously high. Jerusalem is a stick of dynamite and the fuse has been lit . . . Meanwhile, in Vatican city, American scientist Charlotte Hennesey and Italian anthropologist Giovanni Bersei have been secretly summoned to analyse a mysterious artefact: the bones of a two-thousand-year-old unidentified, crucified man. Charlotte starts to wonder - could these be the bones of Jesus Christ? With the malevolent eye of Vatican security expert Salvatore Conte watching her every move, Charlotte must work against the clock. She knows that if the mortal remains of Christ are indeed in the burial box, there is a question to face: will the Vatican allow this information - and Charlotte - to see the light of day . . . Fast-paced and intelligent, blending historical fact with persuasive fiction, The Sacred Bones is an addictively compelling thriller, perfect for fans of Dan Brown. Following a conspiracy stretching back to the days of the Templar Knights to the shifting alliances of contemporary Middle Eastern politics, The Sacred Bones calls into question many of modern religion's most deeply-held beliefs.",N/A,N/A,en
