title,authors,publishedDate,categories,description,averageRating,textSnippet,language
Prince Caspian,['Clive Staples Lewis'],1951,['Animals'],How good Prince Caspian and his army of talking beasts conquered the Telmarines.,N/A,N/A,en
A Song of Ice and Fire,['George R. R. Martin'],2015,['Good and evil'],"""Winter is coming. Such is the stern motto of House Stark, the northernmost of the fiefdoms that owe allegiance to King Robert Baratheon in far-off King's Landing. There Eddard Stark of Winterfell rules in Robert's name. There his family dwells in peace and comfort: his proud wife, Catelyn; his sons Robb, Brandon, and Rickon; his daughters Sansa and Arya; and his bastard son, Jon Snow. Far to the north, behind the towering Wall, lie savage Wildings and worse, unnatural things relegated to myth during the centuries-long summer, but proving all too real and all too deadly in the turning of the season.""--",N/A,N/A,en
A Court of Wings and Ruin,['Sarah J. Maas'],2020,['Fiction'],"The third instalment of the GLOBAL PHENOMENON, romantic fantasy epic and TikTok sensation, ACOTAR. From multi-million and #1 Sunday Times bestselling author Sarah J. Maas. Maas has established herself as a fantasy fiction titan - Time Think Game of Thrones meets Buffy the Vampire Slayer with a drizzle of E.L. James - Telegraph Spiced with slick plotting and atmospheric world-building ... a page-turning delight - Guardian Sarah J. Maas does not disappoint ... To be devoured with relish - Mail ****** Feyre has returned to the Spring Court, determined to gather information on Tamlin's manoeuvrings and the invading king threatening to bring her land to its knees. But to do so she must play a deadly game of deceit - and one slip may spell doom not only for Feyre, but for her world as well. As war bears down upon them all, Feyre must decide who to trust amongst the dazzling and lethal High Lords and hunt for allies in unexpected places. And her heart will face the ultimate test as she and her mate are forced to question whether they can truly trust each other. Sarah J. Maas's books have sold millions of copies and have been translated into 38 languages. Discover the sweeping romantic fantasy that everyone's talking about for yourself.",N/A,N/A,en
The Dark Lord of Derkholm,['Diana Wynne Jones'],1998,['Fantasy fiction'],"Mr. Chesney operates Pilgrim Parties, a tour group that takes paying participants into an outer realm where the inhabitants play frightening and foreboding roles. The time has come to end the staged madness . . . but can it really be stopped? Master storyteller Diana Wynne Jones serves up twists and turns, introduces Querida, Derk, Blade, and Shona and a remarkable cast of wizards, soldiers, kings, dragons, and griffins, and mixes in a lively dash of humor. With all the ingredients of high fantasy, this unforgettable novel will delight fans old and new.",N/A,N/A,en
A Game of Thrones,['George R. R. Martin'],2011,['Fiction'],"The kingdom of the royal Stark family faces its ultimate challenge in the onset of a generation-long winter, the poisonous plots of the rival Lannisters, the emergence of the Neverborn demons, and the arrival of barbarian hordes.",5,N/A,en
A Court of Mist and Fury,['Sarah J. Maas'],2016,['Courts and courtiers'],"The stunning sequel to Sarah J. Maas' New York Times bestselling A Court of Thorns and Roses. Feyre survived Amarantha's clutches to return to the Spring Court--but at a steep cost. Though she now has the powers of the High Fae, her heart remains human, and it can't forget the terrible deeds she performed to save Tamlin's people. Nor has Feyre forgotten her bargain with Rhysand, High Lord of the feared Night Court. As Feyre navigates its dark web of politics, passion, and dazzling power, a greater evil looms --and she might be key to stopping it. But only if she can harness her harrowing gifts, heal her fractured soul, and decide how she wishes to shape her future--and the future of a world cleaved in two. With more than a million copies sold of her beloved Throne of Glass series, Sarah J. Maas's masterful storytelling brings this second book in her seductive and action-packed series to new heights.",N/A,N/A,en
The Little Prince,[],2000,['Juvenile Fiction'],"An aviator whose plane is forced down in the Sahara Desert encounters a little prince from a small planet who relates his adventures in seeking the secret of what is important in life. Howard's new translation of this beloved classic beautifully reflects Saint-Exupery's unique, gifted style. Color and b&w illustrations.",4,N/A,en
Wizard's First Rule,['Terry Goodkind'],1997-07-15,['Fiction'],Fantasy-roman.,5,N/A,en
The Dark Is Rising,['Susan Cooper'],2007-09-11,['Juvenile Fiction'],Age 12-14. An eleven-year-old boy searches for six magical signs in order to save the world from the threatening evil of the Dark.,5,N/A,en
The Ballad of Never After,['Stephanie Garber'],2024-03-26,['Young Adult Fiction'],"#1 NEW YORK TIMES BESTSELLER! Stephanie Garber’s THE BALLAD OF NEVER AFTER is the jaw-dropping sequel to the ONCE UPON A BROKEN HEART, starring Evangeline Fox and the Prince of Hearts on a new journey of magic, mystery, and heartbreak Not every love is meant to be. After Jacks, the Prince of Hearts, betrays her, Evangeline Fox swears she'll never trust him again. Now that she’s discovered her own magic, Evangeline believes she can use it to restore the chance at happily ever after that Jacks stole away. But when a new terrifying curse is revealed, Evangeline finds herself entering into a tenuous partnership with the Prince of Hearts again. Only this time, the rules have changed. Jacks isn’t the only force Evangeline needs to be wary of. In fact, he might be the only one she can trust, despite her desire to despise him. Instead of a love spell wreaking havoc on Evangeline’s life, a murderous spell has been cast. To break it, Evangeline and Jacks will have to do battle with old friends, new foes, and a magic that plays with heads and hearts. Evangeline has always trusted her heart, but this time she’s not sure she can. . . .",N/A,N/A,en
The Christmas Pig,['J. K. Rowling'],2021-10-12,['Juvenile Fiction'],"A heartwarming, page-turning adventure about one child's love for his most treasured thing, and how far he will go to find it. A tale for the whole family to fall in love with, from one of the world's greatest storytellers. One boy and his toy are about to change everything... Jack loves his childhood toy, Dur Pig. DP has always been there for him, through good and bad. Until one Christmas Eve something terrible happens -- DP is lost. But Christmas Eve is a night for miracles and lost causes, a night when all things can come to life... even toys. And Jack's newest toy -- the Christmas Pig (DP's replacement) -- has a daring plan: Together they'll embark on a magical journey to seek something lost, and to save the best friend Jack has ever known...",5,N/A,en
The Wishing-Chair Again,['Enid Blyton'],2014,['Brothers and sisters'],"Mollie and Peter are home for the holidays and can't wait to visit many more incredible places in their magic Wishing-Chair. Together they have wonderful adventures, but what happens with the Wishing-Chair is stolen and then gets its wings cut off by the naughty Slipperies?",N/A,N/A,en
"Good Morning, Gorillas",['Mary Pope Osborne'],2002,['Adventure stories'],"The magic tree house takes Jack and Annie to an African rainforest, where the siblings encounter gorillas and learn to communicate with them.",N/A,N/A,en
Tower of Dawn,['Sarah J. Maas'],2017,['Assassins'],"Chaol Westfall has always defined himself by his unwavering loyalty, his strength, and his position as the Captain of the Guard. But all of that has changed since Aelin shattered the glass castle, since Chaol's men were slaughtered, since the King of Adarlan spared him from a killing blow, but left his body broken. Now he and Nesryn sail for Antica - the stronghold of the southern continent's mighty empire and of the legendary healers of the Torre Cesme. It's Chaol's one shot at recovery, and with war looming back home, Dorian and Aelin's survival could depend on Chaol and Nesryn convincing Antica's rulers to ally with them. But what they discover there will change them both - and be more vital to saving Erilea than they could have imagined. (Publisher's web site).",N/A,N/A,en
Heir of Fire,['Sarah J. Maas'],2023-02-14,['Fiction'],"Royal assassin Celaena must travel to a new land to confront a truth about her heritage, while brutal and monstrous forces are gathering on the horizon, intent on enslaving her world.",N/A,N/A,en
Harry Potter and the Order of the Phoenix,['J.K. Rowling'],2022-10-11,['Juvenile Fiction'],"Prepare to be spellbound by the stunning illustration inside this new collector's edition of Harry Potter and the Order of the Phoenix. Troubled times have come to Hogwarts in a year filled with secrets, subterfuge and suspicion. The deliciously dark fifth instalment of Jim Kay's inspired reimagining of J.K. Rowling's Harry Potter series is an epic artistic achievement, featuring over 160 illustrations in an astonishing range of visual styles. Now an exciting new collaboration brings together two virtuoso artistic talents, as Kate Greenaway Medal winner Jim Kay is joined by acclaimed guest illustrator Neil Packer, winner of the 2021 BolognaRagazzi Award for non-fiction. Jim Kay depicts J.K. Rowling's wizarding world with the dazzling artistic alchemy fans around the globe have come to know and love, perfectly complemented by Neil Packer's own unique and eclectic illustrations, skilfully woven into the heart of the story. Breathtaking scenes, iconic locations and unforgettable characters await inside – Luna Lovegood, Professor Umbridge, Grawp the giant, and many more – as Harry Potter and Dumbledore's Army prepare for the coming battle against Lord Voldemort. This beautiful, deluxe edition features an opulent page size and intricate gold foiled line art set on a jet-black cloth cover and slipcase; gilt edges on premium grade paper; head and tail bands and two ribbon markers. Each copy is also accompanied by an exclusive fold-out souvenir poster to keep and enjoy. This is the ultimate must-have edition for any Potter fan, collector or bibliophile.",N/A,N/A,en
Hexwood,['Diana Wynne Jones'],2000,['Juvenile Fiction'],"Whenever Ann enters Hexwood Estate, she cannot guarantee on ending up in the same place or even at the same time - She knows something deadly is going on, or is Hexwood simply altering her too?",N/A,N/A,en
Inkdeath,['Cornelia Caroline Funke'],2008,['Juvenile Fiction'],"As Bluejay--Mo's fictitious double--tries to keep the Book of Immortality from unraveling, Adderhead kidnaps all the children in the kingdom, asking for Bluejay's surrender or the children will be doomed to slavery in the silver mines.",N/A,N/A,en
Artemis Fowl,['Eoin Colfer'],2003,['Accelerated reader'],"After Artemis uses stolen fairy technology to create a powerful microcomputer and it is snatched by a dangerous American businessman, Artemis, Juliet, Mulch, and the fairies join forces to try to retrieve it.",5,N/A,en
The Tombs of Atuan,['Ursula K. Le Guin'],1988,['Fiction'],"From Ursula K. Le Guin -- winner of numerous awards including the National Book Award, a Pushcart Prize, five Hugos, five Nebula Awards, the Kafka Award and others -- comes another exciting tale. They took away everything. Home, family possession. They gave her a name. Arha, the Eaten One. They dedicated her life as high priestess to the ancient and nameless Powers of the Earth. And set her down at the Place of the Tombs in the deserts of Atuan. Then, suddenly, a thief came to the dark, endless labyrinth of her kingdom, seeking the greatest treasure of the Tombs, the broken Ring of Erreth-Akbe. A young wizard, Ged...",N/A,N/A,en
The 500 Hats of Bartholomew Cubbins,['Dr. Seuss'],1965,['Juvenile Fiction'],Originally published in 1938 by Vanguard Press.,N/A,N/A,en
Argonauts of the Western Pacific,['Bronislaw Malinowski'],2007-03,['History'],"Many of the earliest books, particularly those dating back to the 1900s and before, are now extremely scarce and increasingly expensive. We are republishing these classic works in affordable, high quality, modern editions, using the original text and artwork.",4,N/A,en
"Harry Potter and the Sorcerer's Stone (Stenciled Edges) (Harry Potter, Book 1)",['J K Rowling'],2024-10,['Juvenile Fiction'],"The first book in the Harry Potter series, now in a special edition paperback with colorful stenciled edges! A must-have for fans and a stunning gift for collectors of all ages. Harry Potter has never played a sport while flying on a broomstick. He's never worn a cloak of invisibility, befriended a giant, or helped hatch a dragon. All Harry knows is a miserable life with the Dursleys, his horrible aunt and uncle, and their abominable son, Dudley. Harry's room is a tiny closet at the foot of the stairs, and he hasn't had a birthday party in eleven years. But then a mysterious letter arrives by owl messenger: a letter with an invitation to an incredible place called Hogwarts School of Witchcraft and Wizardry. And there he finds not only friends, aerial sports, and magic around every corner, but a great destiny that's been waiting for him... if Harry can survive the encounter.",N/A,N/A,en
The Way of Kings Part One,['Brandon Sanderson'],2021-06-24,[],"Roshar is a world of stone and storms. Uncanny tempests of incredible power sweep across the rocky terrain so frequently that they have shaped ecology and civilisation alike. Animals hide in shells, trees pull in branches, and grass retracts into the soil-less ground. Cities are built only where the topography offers shelter. It has been centuries since the fall of the ten consecrated orders known as the Knights Radiant, but their Shardblades and Shardplate remain: mystical swords and suits of armour that transform ordinary men into near-invincible warriors. Men trade kingdoms for Shardblades. Wars were fought for them, and won by them. One such war rages on a ruined landscape called the Shattered Plains. There, Kaladin, who traded his medical apprenticeship for a spear to protect his little brother, has been reduced to slavery. In a war that makes no sense, where ten armies fight separately against a single foe, he struggles to save his men and to fathom the leaders who consider them expendable. Brightlord Dalinar Kholin commands one of those other armies. Like his brother, the late king, he is fascinated by an ancient text called The Way of Kings. Troubled by over-powering visions of ancient times and the Knights Radiant, he has begun to doubt his own sanity. Across the ocean, an untried young woman named Shallan seeks to train under an eminent scholar and notorious heretic, Dalinar's niece, Jasnah. Though she genuinely loves learning, Shallan's motives are less than pure. As she plans a daring theft, her research for Jasnah hints at secrets of the Knights Radiant and the true cause of the war. The result of more than ten years of planning, writing, and world-building, The Way of Kings is but the opening movement of The Stormlight Archive, a bold masterpiece in the making. Speak again the ancient oaths: Life before death. Strength before weakness. Journey before Destination. And return to men the Shards they once bore. The Knights Radiant must stand again. The story continues in The Way of Kings: Part Two.",N/A,N/A,en
Ninth House,['Leigh Bardugo'],2019-10-08,['College stories'],"The instant SUNDAY TIMES and NEW YORK TIMES bestseller, and Goodreads Choice Award winner, that Stephen King calls 'Impossible to put down' The mesmerising adult debut from Leigh Bardugo. A tale of power, privilege, dark magic and murder set among the Ivy League elite. Alex Stern is the most unlikely member of Yale's freshman class. A dropout and the sole survivor of a horrific, unsolved crime - the last thing she wants is to cause trouble. Not when Yale was supposed to be her fresh start. But a free ride to one of the world's most prestigious universities was bound to come with a catch. Alex has been tasked with monitoring the mysterious activities of Yale's secret societies - societies that have yielded some of the most famous and influential people in the world. Now there's a dead girl on campus and Alex seems to be the only person who won't accept the neat answer the police and campus administration have come up with for her murder. Because Alex knows the secret societies are far more sinister and extraordinary than anyone ever imagined. They tamper with forbidden magic. They raise the dead. And, sometimes, they prey on the living . . . 'Ninth House is the best fantasy novel I've read in years, because it's about real people. Bardugo's imaginative reach is brilliant, and this story, full of shocks and twists, is impossible to put down' Stephen King 'Ninth House is one of the best fantasy novels I've read in years. This book is brilliant, funny, raw and utterly magnificent - it's a portal to a world you'll never want to leave' Lev Grossman, bestselling author of The Magicians trilogy 'Ninth House rocked my world. I could not get enough of Alex Stern, a heroine for the ages. With a bruised heart and bleeding knuckles, she risks death and damnation - again and again - for the people she cares about. I was cheering her on the whole way: from the first brilliant sentence of this book to the last' Joe Hill, bestselling author of N0S4A2",N/A,N/A,en
The Chronicles of Narnia - the Last Battle,['C. S. Lewis'],2014-12-01,"[""Children's stories""]","During the last days of Narnia, the land faces its fiercest challenge - not an invader from without but an enemy from within. Lies and treachery have taken root, and only the king and a small band of loyal followers can prevent the destruction of all they hold dear.",N/A,N/A,en
Necronomicon Files,"['Daniel Harms', 'John Wisdom Gonce']",2003-07,['Literary Criticism'],"What if a book existed that gave answers to everything you've ever wondered about? What would you do to learn its secrets? Tales of such books have abounded for millennia and are legend in occult history. One of the most pervasive modern iterations is that of the Necronomicon, said to be a genuine occult text from the 8th century. The Necronomicon really is the creation of science fiction writer H.P. Lovecraft (1891-1937), in whose books the magic volume first appears in print. In The Necronomicon Files two occult authorities explore all aspects of The Necronomicon, from its first appearance in Lovecraft's fiction to its ongoing pervasive appearance in cult and occult circles. The Necronomicon Files, revised and expanded further, reveals the hoax of the Necronomicon. Harms and Gonce show that the apocryphal history of the Necronomicon was concocted by Lovecraft to lend it verisimilitude in his fiction. The magical text was transformed into an icon among Lovecraft's literary circle, who added to the book's legend by referring to it in their own writing. People became convinced that it was a real book and its references in literature and film continue to grow. The book also examines what people have undergone to find the Necronomicon and the cottage industry that has arisen over the past three decades to supply the continuing demand for a book that does not exist. Scholarly yet accessible, humorous and intriguing, The Necronomicon Files illuminates the depth of the creative process and the transformations of modern myth, while still managing to preserve much of the romance and fascination that surrounds the Necronomicon in our culture.",N/A,N/A,en
Fantastic Beasts and where to Find Them,['J. K. Rowling'],2016,['Juvenile Nonfiction'],"While attending the Magical Congress of the United States of America in 1926, Newt Scamander is pursued by the wizarding authorities when dangerous beasts and their habitats escape from his magical briefcase.",N/A,N/A,en
The Magick of Aleister Crowley,['Lon Milo Duquette'],2003-11-01,"['Body, Mind & Spirit']","Aleister Crowley's ascension into the pantheon of alternative gurus was cemented by his appearance on The Beatles' Sgt. Pepper's Lonely Hearts Club Band album cover. Unfortunately, he was known more for his reputation as ""The Beast 666"" and ""The Wickedest Man in the World."" All well and good for publicity, but this infamy eclipsed his teachings, as did his technical and opaque writing style, meant more for adepts contemporary to him than the average modern reader. Enter Lon Milo DuQuette to decipher and explain Crowley's texts and more important rituals. Formerly titled The Magick of Thelema, this revised edition features extensive corrections, a new introduction, and a new ritual, ""The Rites of Eleusis."" This is the perfect introductory text for readers who wonder what the works--rather than the myth--of Aleister Crowley are all about. DuQuette takes the mystery out of both the rituals themselves and Crowley's writing in this modern grimoire. Step by step, he presents a course of study in plain English, with examples of rituals and explanations of their significance. DuQuette also includes a course of study for Crowley's original works with an extensive bibliography and fastidious footnotes.",5,N/A,en
The Rise of Magic in Early Medieval Europe,['Valerie Irene Jane Flint'],1991,['History'],"Shows how many of the more discerning leaders of the early medieval Church decided to promote magical practices, to appease non- Christian factions and enhance Christianity.",N/A,N/A,en
Three Books of Occult Philosophy,"['Heinrich Cornelius Agrippa Von Nettesheim', 'Henry Agrippa']",2014-01-29,"['Body, Mind & Spirit']",The Three Books of Occult Philosophy (De Occulta Philosophia libri III) was written in the 16th century by Henry Cornelius Agrippa. It involves the study of occult powers of ritual magic and its relationship with religion. This is a complete edition containing all three books combined. Book I. covers Natural Magic Book II. covers Celestial Magic Book III. covers Ceremonial Magic,N/A,N/A,en
The Magician's Apprentice,['Trudi Canavan'],2010,['Fiction'],"In the remote village of Mandryn, Tessia serves as assistant to her father, the village Healer - much to the frustration of her mother, who would rather she found a husband. But her life is about to take a very unexpected turn. When treating a patient at the residence of the local magician, Lord Dakon, Tessia is forced to fight off the advances of a visiting Sachakan mage - and instinctively uses magic. She now finds herself facing an entirely different future as Lord Dakon's apprentice. But along with the excitement and privilege, Tessia is about to discover that her magical gifts bring with them a great deal of responsibility. Events are brewing that will lead nations into war, rival magicians into conflict, and spark an act of sorcery so brutal that its effects will be felt for centuries . . .",N/A,N/A,en
"The Lion, the Witch and the Wardrobe Movie Tie-in Edition (adult)",['C. S. Lewis'],2005-10-25,['Fiction'],"The new adult softcover edition of The Lion, the Witch and the Wardrobe now has a movie still cover and an eight-page movie still insert!",N/A,N/A,en
The Farthest Shore,['Ursula K. Le Guin'],2019-10-17,[],"'A Wizard of Earthsea reads like the retelling of a tale first told centuries ago, and whose twists and turns have been handed down through generations of storytellers. It is timeless. . . . Le Guin's words are magical. Drink this magic up. Drown in it. Dream it' David Mitchell, author of CLOUD ATLAS '[This] trilogy made me look at the world in a new way, imbued everything with a magic that was so much deeper than the magic I'd encountered before then. This was a magic of words, a magic of true speaking' Neil Gaiman The third book of Earthsea in a beautiful hardback edition. Complete the collection with A Wizard of Earthsea, The Tombs of Atuan and Tehanu. With illustrations from Charles Vess Darkness threatens to overtake Earthsea: the world and its wizards are losing their magic. Despite being wearied with age, Ged Sparrowhawk - Archmage, wizard, and dragonlord - embarks on a daring, treacherous journey, accompanied by Enlad's young Prince Arren, to discover the reasons behind this devastating pattern of loss. Together they will sail to the farthest reaches of their world - even beyond the realm of death - as they seek to restore magic to a land desperately thirsty for it. '[This] trilogy made me look at the world in a new way, imbued everything with a magic that was so much deeper than the magic I'd encountered before then. This was a magic of words, a magic of true speaking' Neil Gaiman 'Drink this magic up. Drown in it. Dream it' David Mitchell",N/A,N/A,en
Stardust,['Neil Gaiman'],1998,['Adventure stories'],"A young man scales a guarded wall to retrieve a fallen star for the woman he loves, and finds himself in a strange realm full of searchers.",N/A,N/A,en
Spirit Bound,['Richelle Mead'],2010,['Friendship'],"Rose Hathaway has finally returned to St. Vladimir's and to her best friend, Lissa. But Rose's heart still aches for Dimitri, and she knows he's out there, somewhere. He has tasted her blood, and now he is hunting her. Only this time, he won't rest until Rose joins him--forever.",N/A,N/A,en
Stardust,['Neil Gaiman'],2001-05-02,['England'],"In the sleepy English countryside of decades past, a lovelorn young man stepsthrough a gap in a high stone wall, and into the most unforgettable adventureof his life.",N/A,N/A,es
Harry Potter and the Sorcerer's Stone / Harry Potter and the Chamber of Secrets / Harry Poter and the Prisoner of Azkaban,['J. K. Rowling'],1999-10,['Juvenile Fiction'],"The magical books that started it all are now available in paperback in a set of three: ""Harry Potter and the Sorcerer's Stone; Harry Potter and the Chamber of Secrets""; and ""Harry Potter and the Prisoner of Azkaban.""",4,N/A,en
Dwarf Long Nose,['Wilhelm Hauff'],1980-07-01,[],N/A,N/A,N/A,de
The Magus,['Francis Barrett'],2007-05-01,['Magic'],"The Magus, first published in 1801, is a concise compendium on the Western magical tradition, and one of the primary sources for the study of ceremonial magic. The book contains a fascinating array of information drawn together by author Francis Barrett from several sources, such as Cornelius Agrippa’s Three Books of Occult Philosophy. Areas explored include Natural Magic, Alchemy, Talismanic Magic, Cabalistic and Ceremonial Magic, as well as biographies of important figures such as Albertus Magnus, Roger Bacon and John Dee. Notable are the author’s illustrations, derived from ancient and magical texts. This book remains much sought after by modern readers for the important source material it provides, and it continues to be drawn on heavily for information on many areas of occult philosophy.",N/A,N/A,en
Inkspell,"['Cornelia Funke', 'Anthea Bell']",2006,['Books and reading'],"Although a year has passed, not a day goes by without Meggie thinking of the extraordinary events of Inkheart, and the story whose characters strode out of the pages and changed her life for ever. But for Dustfinger, the fire-eater, torn from his world of words, the need to return has become desperate. When he finds a crooked storyteller with the magical ability to read him back, he sets in motion a dangerous reversal that sees the characters of Inkheart transported to a charmed Inkworld, about to be fought over by rival rebels and princes.",3,N/A,en
The Red Fairy Book,['Andrew Lang'],2014-02,['Fairies'],"Thirty-seven favorite fairy tales from the folklore of France, Germany, Russia and Scandinavia.",N/A,N/A,en
Cunningham's Encyclopedia of Magical Herbs,['Scott Cunningham'],1985,['Gardening'],"A comprehensive guide to the magical use of over 400 herbs and plants from all over, with details on aspects of magic Herbalism.",4.5,N/A,en
Words of Radiance,['Brandon Sanderson'],2024-03-14,['Fiction'],The second volume of the internationally bestselling fantasy series.[Bokinfo].,N/A,N/A,en
The Scarecrow of Oz,['L. Frank Baum'],1915,['Adventure and adventurers'],"The adventures of Trot and Cap'n Bill take them to Oz where they help solve the problem of Pon, whose true love's heart has been turned to ice by witches.",N/A,N/A,en
Mary Poppins Comes Back,['P. L. Travers'],1981-01-01,['Fiction'],"Order and excitement return to the Banks household when their governess, Mary Poppins, arrives on the end of a kite.",N/A,N/A,en
His Dark Materials: The Subtle Knife (Book 2),['Philip Pullman'],2004-09-28,['Juvenile Fiction'],"As the boundaries between worlds begin to dissolve, Lyra and her daemon help Will Parry in his search for his father and for a powerful, magical knife.",N/A,N/A,en
Among Others,['Jo Walton'],2013,['Fiction'],"'It doesn't matter. I have books, new books, and I can bear anything as long as there are books.' Fifteen-year-old Morwenna lives in Wales with her twin sister and a mother who spins dark magic for ill. One day, Mori and her mother fight a powerful, magical battle that kills her sister and leaves Mori disabled. Devastated, Mori flees to her long-lost father in England. Adrift, outcast at boarding school, Mori retreats into the worlds she knows best: her magic and her books. She works a spell to meet kindred souls and continues to devour every fantasy and science fiction novel she can lay her hands on. But danger lurks... She knows her mother is looking for her and that when she finds her, there will be no escape.",N/A,N/A,en
Magician's Gambit,['David Eddings'],1983,['Fiction'],"Princess Ce'Nedra joins the young farm boy, Garion, in the struggle to find the magical Orb and defeat the power of an evil sorcerer",3,N/A,en
Deadlocked,['Charlaine Harris'],2014-03-04,['Fiction'],"The #1 New York Times Bestseller, with the original hardcover art. Felipe de Castro, the vampire King of Louisiana (and Arkansas and Nevada), is in town. It's the worst possible time for a human body to show up in Eric Northman's front yard--especially the body of a woman whose blood he just drank. Now it's up to Sookie and Bill, the official Area Five investigator, to solve the murder. Sookie thinks that, at least this time, the dead girl's fate has nothing to do with her. But she is wrong. She has an enemy, one far more devious than she would ever suspect, who has set out to make Sookie's world come crashing down.",N/A,N/A,en
The Velveteen Rabbit,"['Margery Williams', 'Margery Williams Bianco']",2017,['Juvenile Fiction'],"By the time the Velveteen Rabbit is dirty, worn out, and about to be burned, he has almost given up hope of ever finding the magic called Real.",N/A,N/A,en
The Emerald City of Oz,['Lyman Frank Baum'],1910,['Juvenile Fiction'],"Dorothy's aunt and uncle get acquainted with Oz after they lose their farm, and Ozma invites them to live with her.",N/A,N/A,en
The Tales of Beedle the Bard - Illustrated Edition,['J. K. Rowling'],2018,['Juvenile Fiction'],"Prepare to be spellbound by Chris Riddell's dazzling full-colour illustrations in this stunning new collector's edition of The Tales of Beedle the Bard, J.K. Rowling's glorious fairytale classic. This beautiful, deluxe edition features an opulent page size and a pull-out double gatefold; intricate foiled artwork by Chris Riddell on the real cloth cover and slipcase; an exclusive print of Albus Dumbledore; and a luxurious ribbon marker and head and tail band. The ultimate must-have edition for any Potter fan, collector or bibliophile, it is set to become a firm favourite at bedtime in non-magical households the world over.Much loved by generations of witches and wizards since they first appeared in the fifteenth century, these five rollicking and mischievous tales are a deeply satisfying read in the tradition of all great fables and fairytales. Kindnesses are rewarded and selfishness shown to be the ruin of many a wizard. Burping cauldrons, hairy hearts and cackling stumps are met along the way. Translated from the runes by Hermione Granger, each of the tales is accompanied by a deliciously subversive and insightful commentary by Professor Albus Dumbledore, all brought vividly to life with Riddell's trademark wit and elegance.Former Waterstones Children's Laureate Chris Riddell is the only illustrator to have won the Kate Greenaway Medal three times, and is brought together here for the first time with one of the world's best loved storytellers in this magical new edition.The Tales of Beedle the Bard is published in aid of Lumos, an international children's charity founded in 2005 by J.K. Rowling.",N/A,N/A,en
Three Books of Occult Philosophy,['Heinrich Cornelius Agrippa'],2011-03,['Astrology'],"Also available: the Theophania Publishing Edition of the Fourth Book of Occult Philosophy by Heinrich Cornelius Agrippa. How Magicians Collect vertues from the three-fold World, is declared in these three Books. Seeing there is a three-fold World, Elementary, Celestiall, and Intellectual, and every inferior is governed by its superior, and receiveth the influence of the vertues thereof, so that the very original, and chief Worker of all doth by Angels, the Heavens, Stars, Elements, Animals, Plants, Metals, and Stones convey from himself the vertues of his Omnipotency upon us, for whose service he made, and created all these things: Wise men conceive it no way irrationall that it should be possible for us to ascend by the same degrees through each World, to the same very originall World it self, the Maker of all things, and first Cause, from whence all things are, and proceed; and also toenjoy not only these vertues, which are already in the more excellent kind of things, but also besides these, to draw new vertues from above. Hence it is that they seek after the vertues of the Elementary world, through the help of Physick, and Naturall Philosophy in the various mixtions of Naturall things, then of the Celestiall world in the Rayes, and influences thereof, according to the rules of Astrologers, and the doctrines of Mathematicians, joyning the Celestiall vertues to the former: Moreover, they ratifie and confirm all these with the powers of divers Intelligencies, through the sacred Ceremonies of Religions. The order and process of all these I shall endeavor to deliver in these three Books: Whereof the forst contains naturall Magick, the second Celestiall, and the third Ceremoniall. But I know not whether it be an unpardonable presumption in me, that I, a man of so little judgement and learning, should in my very youth so confidently set upon a business so difficult, so hard, and intricate as this is. Wherefore, whatsoever things have here already, and shall afterward be said by me, I would not have any one assent to them, nor shall I my self, any further then they shall be approved of by the Universall Church, and the Congregation of the Faithfull.",N/A,N/A,en
Burned,['Benedict Jacka'],2016-04-05,['Fiction'],"Upon learning of an order of death for not only himself but also for his dependents, Alex Verus is on a quest to protect both his friends and himself with only a timeframe of one week until the order is put into action. Before he even has time to register the kill order, Alex is faced with assassination attempts from another source that will cost him dearly. Caught between the Light Mages, Dark Mages, and the Keepers Alex is faced with trying to solve the mystery of who truly wants him dead and why.",N/A,N/A,en
The Silver Chair,['Clive Staples Lewis'],2009,['Juvenile Fiction'],"A beautiful paperback edition of The Silver Chair, book six in the classic fantasy series, The Chronicles of Narnia. This edition is complete with cover and interior art by the original illustrator, Pauline Baynes. Through dangers untold and caverns deep and dark, a noble band of friends is sent to rescue a prince held captive. But their mission to Underland brings them face-to-face with an evil more beautiful and more deadly than they ever expected. Enter a land where enchantment rules in The Silver Chair, the sixth book in C. S. Lewis's classic fantasy series. For over sixty years it has been drawing readers of all ages into a magical land with unforgettable characters. This is a complete stand-alone read, but if you want to discover what happens in the final days of Narnia, read The Last Battle, the seventh and concluding book in The Chronicles of Narnia.",N/A,N/A,en
Mistborn: Secret History,['Brandon Sanderson'],2022-09-20,['Fiction'],"""From #1 New York Times bestselling author Brandon Sanderson, ""Mistborn: Secret History"" is a companion story to the original Mistborn trilogy. Building upon the characterization, events, and worldbuilding of the original trilogy, this novella offers a rare glimpse behind the scenes at the fate of a certain reader-favorite character. Ten years in the making, ""Mistborn: Secret History"" might answer a few of your questions""--",N/A,N/A,en
A Game of Thrones,['George R. R. Martin'],2013,['Epic literature'],"The kingdom of the royal Stark family faces its ultimate challenge in the onset of a generation-long winter, the poisonous plots of the rival Lannisters, the emergence of the Neverborn demons, and the arrival of barbarian hordes.",N/A,N/A,en
The Wizards of Once,['Cressida Cowell'],2017,['Adventure stories'],"Young wizard prince Xar, who has no magic, and warrior princess Wish, an outcast, team up on an adventure that brings them to witches long believed to be extinct.",N/A,N/A,en
