title,authors,publishedDate,categories,description,averageRating,textSnippet,language
Emma,['Jane Austen'],1996,['Fiction'],"Each of these four crocheted afghans by Sandy Rideout has its own fun details that kids will love, such as dimensional wings or a lacy pattern in the edging. There are black-and-yellow bumble bees buzzing on a red throw, sweet lady bugs marching on a white and green afghan, multicolored butterflies on a black throw with variegated borders and edging, and a dragonfly blanket that is lovely in shades of lavender and blue.",N/A,N/A,en
Last Sacrifice,['Richelle Mead'],2010,['Juvenile Fiction'],The final heart wrenching episode at St Vladimir's Academy. Rose is on trial for high treason and the death of Queen Tatiana. Someone is trying to frame her and it looks like even Dimitri might not be able to save her now.,N/A,N/A,en
Too Strong to Deny,['Emma Darcy'],1990,['Fiction'],N/A,N/A,N/A,en
The Little Paris Bookshop,['Nina George'],2015,['Fiction'],"Translated from the German by Simon Pare, this is an internationally bestselling novel about the distance one man will travel for the sake of love and friendship. With appeal to fans of }The Elegance Of The Hedgehog{ and }The Unlikely Pilgrimmage Of Harold Fry{. The international bestseller, translated from the German by Simon Pare. On a beautifully restored barge on the Seine, Jean Perdu runs a bookshop; or rather a 'literary apothecary', for this bookseller possesses a rare gift for sensing which books will soothe the troubled souls of his customers. The only person he is unable to cure, it seems, is himself. He has nursed a broken heart ever since the night, twenty-one years ago, when the love of his life fled Paris, leaving behind a handwritten letter that he has never dared read. His memories and his love have been gathering dust - until now. The arrival of an enigmatic new neighbour in his eccentric apartment building on Rue Montagnard inspires Jean to unlock his heart, unmoor the floating bookshop and set off for Provence, in search of the past and his beloved.",N/A,N/A,en
The Butterfly's Daughter,['Mary Alice Monroe'],2012-04-17,['Fiction'],"Now in paperback from ""New York Times""-bestselling author Monroe, the story of four very different women who embark on a transformational journey following the migrating monarchs across the United States.",N/A,N/A,en
On the Night of the Seventh Moon,['Victoria Holt'],1979,['English fiction'],"""For generations, Victoria Holt has dazzled and entertained millions of readers with her spine-tingling novels of romantic suspense. ""On the Night of the Seventh Moon ""is one of her most evocative, magical, and chilling.""""Come take a journey into a dark and shadowy forest where nothing is as it seems.""..."""" On the night of the seventh moon, according to ancient Black Forest legend, Loke, the god of mischief, is abroad in the world. It is a night for singing and dancing. And it is a night for love. Helena Trant was enchanted by everything she found in the Black Forest--its people, its mysterious castles, its legends and lore. Especially its legends of love. Until the day she started to live one of them and the enchantment turned suddenly into a terrifying nightmare....",N/A,N/A,en
Swipe Right,['Levi Lusko'],2017,['Religion'],"God wants you to have amazing sex There is nothing more powerful on earth than the forces of love, sex, and romance. In fact, relationships are a matter of life-and-death importance. So how you can train today for the relationship you want tomorrow? In Swipe Right, Levi Lusko shares with raw honesty from his own life experiences and God's Word how to regret-proof your marriage bed and your deathbed resist settling for instant pleasure by discovering what your heart really longs for learn how to avoid and treat sexual scars by careful living today turn the clumsy ""sex talk"" with your child into dialogue that leads to wise choices transform a stagnant marriage by trading predictable nearness for mind-blowing intimacy God's dreams for your life are not intended to kill your joy but to enhance it. Whether you're fed up with dating and hooking up as usual, tired of being single, numb because of porn and casual sex, or curious about how to improve your marriage, this book is for you. Praise for Swipe Right ""It's my hope that whoever reads this will have their thoughts of the heart as seriously provoked as mine have been."" --Ryan Good Producer, writer, and entrepreneur ""It's a perspective I believe we need now more than ever."" --Steven Furtick Pastor, Elevation Church, and New York Times bestselling author ""One day, someday, there will be a day where you will need the down-to-earth wisdom in this book like you will oxygen."" --Joel Houston Songwriter, Hillsong United, and pastor, Hillsong NYC ""Swipe Right isn't just another book of how-not-tos but an honest, gritty, and real-time approach to navigating dating, sex, and romance with our souls and sanity intact."" --Judah Smith Lead pastor, The City Church, and New York Times bestselling author of Jesus Is _____. ""Swipe Right is a timely, wonderful, prophetic, and needed message for our generation."" --Christine Caine Founder of the A21 Campaign and bestselling author of Unashamed ""If you are wondering what God's plans are for your love life, or leading those in search of his plan for theirs, you need this book."" --Louie Giglio Pastor of Passion City Church, founder of Passion Conferences, and author of The Comeback ""This is a good book. Study it, ponder it, and, if you know a fifteen-year-old, tell them to read it."" --Max Lucado New York Times bestselling author ""We need the Swipe Right message now more than ever before."" --Lysa TerKeurst New York Times bestselling author and president of Proverbs 31 Ministries ""This is more than just a book; it's a life jacket "" --Chris Tomlin Grammy Award-winning musician and author of Good Good Father ""Levi shows that God will light our way, if we allow him to."" --Carl Lentz Pastor, Hillsong NYC ""Funny and engaging, while simultaneously practical and hard-hitting."" --Craig Groeschel Pastor of Life.Church and author of From This Day Forward",N/A,N/A,en
The Outlaws of Medieval Legend,['Maurice Hugh Keen'],1961,"['Ballads, English']",N/A,N/A,N/A,en
Five Days in Paris,['Danielle Steel'],1997-01-01,['Fiction'],"Follows the five-day affair between a man and a woman in Paris, a relationship that decides the course of the rest of their lives. Reprint.",N/A,N/A,en
How to Entice an Enchantress,['Karen Hawkins'],2013-09-17,['Fiction'],"Scarred in a terrible accident, the gruff Lord Kirk becomes a recluse from society--until he meets his neighbor, a young beauty who shares his love for poetry and books.",N/A,N/A,en
A Kiss of Fate,['Mary Jo Putney'],2004,['Fiction'],"Hiding mystical powers that assist his efforts to end hostilities between Scotland and England, clan laird Duncan Macrae falls for English widow Gwyneth Owens, whose own latent powers are released when she experiences foreboding visions.",N/A,N/A,en
Harvest Moon,['Robyn Carr'],2015-12-29,['Fiction'],"After collapsing at work, sous-chef Kelly Matlock retreats to her sister's home in Virgin River where she meets widower Lief Holbrook, and as romance blossoms between them, Lief's stepdaughter's antics threaten to tear them apart.",N/A,N/A,en
White Hot,['Sandra Brown'],2005,['Fiction'],"When her younger brother commits suicide, Sayre Lynch returns to her hometown for the funeral and finds herself drawn into a web cast by her controlling and tyrranical father.",N/A,N/A,en
The Playboy and the Nanny,['Anne McAllister'],1998-11-24,['Fiction'],"The Playboy And The Nanny by Anne McAllister released on Nov 24, 1998 is available now for purchase.",N/A,N/A,en
The Legacy,['Linda Lael Miller'],1994,['Fiction'],An Australian sheep rancher's dying wish is that his daughter marry the man who was both her first love and unfaithful to her a decade earlier.,N/A,N/A,en
The Glass Menagerie,['Tennessee Williams'],1999,['Drama'],The only single edition now available of this American classic about a mother obsessed with her disabled daughter.,4,N/A,en
Hillbilly Rockstar,['Lorelei James'],2014,['Fiction'],"She's protecting his body and guarding her heart.... Country music star Devin McClain understands there's a downside to life in the public eye, but the laidback Wyoming cowboy has never imagined he'd attract crazed fans who would do anything to garner his attention. When veiled threats become real, he agrees to hire a discreet security detail. But Devin is shocked when that bodyguard is a hard-bodied woman. He's even more stunned to be attracted to the steely-eyed stunner. Former soldier Liberty Masterson's return to civilian life has been fraught with challenges until she lands a job with a prestigious security firm. But when she agrees to provide personal protection during a cross-country tour, she doesn't realize she has signed up to masquerade as the playboy star's girlfriend. Though she's more comfortable in combat boots than high heels, she has no choice but to appear to be the sexy groupie Devin prefers. Living in close quarters causes the chemistry between them to ignite, and Devin realizes he wants to turn their charade of a romance into reality. Although Liberty surrenders to his every whim behind closed doors, she fears the sexy country star doesn't see the real her; and Devin can't help but worry when the tour ends that there might not be enough between them to build something that won't fade away....",N/A,N/A,en
The Winemaker's Wife,['Kristen Harmel'],2021-04,['Fiction'],"If you love The Beekeeper's Promiseand The Tattooist of Auschwitzthen you'll adore this beautiful story of love, loss, hope and survival. East of Paris in the sun-drenched vineyards of northern France lies the famous champagne house Maison Chauveau. But behind the extravagant exterior of the grand house is a world of secrets. 1940: When young Ines married into the famed Chauveau family she dreamed of working alongside her husband and raising their beautiful children. But with German occupation comes a life of fear: for herself, for the husband who has joined the Resistance and for Celine, the Jewish wife of their chief vintner. As the Nazis march ever closer Ines will be faced with a terrible choice. 2019: Liv Kent has lost everything: her job, her husband and the family she thought they were building. Alone and adrift she leaps at the chance to join her eccentric grandmother on a trip to Champagne. But it's not long before past and present collide, and in a desperate search for the truth, Liv is led straight to the Maison Chauveau. What readers are saying about The Winemaker's Wife: 'A beautifully woven tale of love, betrayal and redemption' Goodreads reviewer, 5 stars 'This is a story of lovethrough generations, of the French Resistanceand families of blood and choice. Fabulous read!' Amazon reviewer, 5 stars 'A memorable book that weaves a heartbreaking, yet hopeful, tale. This book is fascinating and a must read!' Goodreads reviewer, 5 stars 'It is a story of love and betrayal. It's also a story of forgiveness... kept me intensely interesteduntil the very end' Amazon reviewer, 5 stars 'A deeply thoughtful historical fictionnovel, based on details of real-life Resistance activities that occurred in France during World War II' Gwendalynbooks.blog 'I would highly recommendThe Winemaker's Wifeto those who like historical fiction and women's fiction. A 5 star for me!' Stories Unfolded Blog 'This was a wonderfully twisty book... I definitely want to read more from this author' The Good, the Bad and the Unread",N/A,N/A,en
Above and Beyond,['Sandra Brown'],2004,['Fiction'],"Trevor falls in love with Kyla when he reads the letters she sent to her husband, his now-dead comrade.",N/A,N/A,en
Fallen Too Far,['Abbi Glines'],2012-12,['Romance fiction'],"Blaire Wynn left her small farmhouse in Alabama after her mother passed away to move in with her father and his new wife in their sprawling beach house along the Florida Gulf Coast. She isn't prepared for the lifestyle change and she knows she'll never fit into this world. Then there is her sexy stepbrother, Rush, who is as spoiled as he is gorgeous. He is also getting under her skin. She knows he is anything but good for her and that he'll never be faithful to anyone.",5,N/A,en
A New Hope,['Robyn Carr'],2015-06-30,['Fiction'],"Starting over in a small town after the tragic loss of her child, florist Ginger Dysart begins working on a big family wedding before forging a friendship that evolves into something more.",N/A,N/A,en
The Mistake,['Elle Kennedy'],2015-04-28,['Fiction'],The second book in the Off-Campus series from New York Times bestselling author Elle Kennedy.,N/A,N/A,en
Charmed,['Nora Roberts'],2005,['Love stories'],N/A,N/A,N/A,en
Bride of the Tiger,['Heather Graham Pozzessere'],1996,['Fiction'],"Bride Of The Tiger by Heather Graham Pozzessere released on Feb 23, 1996 is available now for purchase.",N/A,N/A,en
Just Once,['Karen Kingsbury'],2023-11-14,['Fiction'],"1941, Bloomington, Indiana. Irvel Ellis is too focused on her secret to take much notice in the war raging overseas. She's dating Sam but in love with his brother, Hank. When Pearl Harbor is attacked, their lives are turned upside down overnight, Sam is drafted; Hank wants to enlist, but Sam insists he stay home and take up the battle on the home front. While Sam fights in Europe, an undeniable chemistry builds between Irvel and Hank but neither would dare cross that line. When a devastating telegram comes, Hank enlists the next day and has just two weeks until he ships out. Years later, Hank and Irvel make a series of VHS tapes for her to play as she sinks into Alzheimer's, determined to keep some of her memories alive. - adapted from publisher info and perusal of book",N/A,N/A,en
The Blue Castle,['Lucy Maud Montgomery'],1977,['Canada'],"Valancy lives a drab life with her overbearing mother and prying aunt. Then a shocking diagnosis from Dr. Trent prompts her to make a fresh start. For the first time, she does and says exactly what she feels. As she expands her limited horizons, Valancy undergoes a transformation, discovering a new world of love and happiness. One of Lucy Maud Montgomery's only novels intended for an adult audience, The Blue Castle is filled with humour and romance.",N/A,N/A,en
Slightly Dangerous,['Mary Balogh'],2004,['Fiction'],"All of London is abuzz over the imminent arrival of Wulfric Bedwyn, the reclusive, cold-as-ice Duke of Bewcastle, at the most glittering social event of the season. Some whisper of a tragic love affair. Others say he is so aloof and passionless that not even the greatest beauty could capture his attention. But on this dazzling afternoon, one woman did catch the duke’s eye—and she was the only female in the room who wasn’t even trying. Christine Derrick is intrigued by the handsome duke…all the more so when he invites her to become his mistress. What red-blooded woman wouldn’t enjoy a tumble in the bedsheets with a consummate lover—with no strings and no questions asked. An infuriating lady with very definite views on men, morals, and marriage, Christine confounds Wulfric at every turn. Yet even as the lone wolf of the Bedwyn clan vows to seduce her any way he can, something strange and wonderful is happening. Now for a man who thought he’d never lose his heart, nothing less than love will do. With her trademark wit, riveting storytelling, and sizzling sexual sparks, Mary Balogh once again brings together two polar opposites: an irresistible, high-and-mighty aristocrat and the impulsive, pleasure-loving woman who shows him what true passion is all about. A man and a woman so wrong for each other, it can result only in the perfect match.",N/A,N/A,en
The Princess Diaries,['Meg Cabot'],2001-06-26,['Juvenile Fiction'],"Just in time for the Disney feature-film release comes the paperback edition of ""The Princess Diaries""--the story of a 14-year-old high school girl who discovers she's the crown princess of a European principality.",5,N/A,en
Marry Me by Sundown,['Johanna Lindsey'],2018-07-04,['Fiction'],"""Published in 2018 by arrangement with Galley Books, an imprint of Simon & Schuster, Inc.""--Copyright page.",N/A,N/A,en
Up in Flames,['Abbi Glines'],2016-06-28,['Fiction'],"""The villain of Rosemary Beach finally gets her own happy ending in the long-awaited final novel of the #1 New York Times bestselling new adult romance series by Abbi Glines""--",N/A,N/A,en
Obsidian,['Jennifer L. Armentrout'],2012-05-08,['Juvenile Fiction'],"""A Liz Pelletier collection book""--P. [4] of cover.",5,N/A,en
Rising Tides,['Nora Roberts'],1998-08,['Fiction'],"""New York Times"" bestselling author Nora Roberts presents the second novel in a dramatic trilogy of three men who return home to honor their father's last wish--to care for Seth, a troubled boy in need of a family. The first novel, ""Sea Swept"" brings the character of Cameron Quinn, a racing boat driver, to life. Here, the quiet brother, a fisherman, Ethan Quinn's character is explored.",N/A,N/A,en
Darling Jasmine,['Bertrice Small'],1997-09,['Fiction'],"At King James's insistence, Jasmine is to marry Jemmie Leslie. Though they shared a night of unforgettable passion, she is adamant in her refusal to marry. Yet once he sees her again, Jemmie vows to win the elusive Jasmine back . . . and take her beyond ecstasy.",N/A,N/A,en
The Play,['Elle Kennedy'],2019-10-07,['College students'],A brand-new standalone novel in the New York Times bestselling Briar U series by Elle Kennedy.,N/A,N/A,en
Someone to Honor,['Mary Balogh'],2019,['Fiction'],"Abigail Westcott must contend with the infuriating charms of Gilbert Bennington, the officer who has escorted her wounded brother, Harry, home from the Napoleonic wars.",N/A,N/A,en
"Her Letter, His Answer & Her Last Letter",['Bret Harte'],1905,['American poetry'],Poems written from the point of view of a woman.,N/A,N/A,en
Chasing Perfect,['Susan Mallery'],2010,['Fiction'],"When she settles down in Fool's Gold, California, city planner Charity Jones, who has a past rife with romantic disasters, is tempted to take a chance on the town's most famous resident, former world-class cyclist Josh Golden.",N/A,N/A,en
The Darkest Lie,['Gena Showalter'],2010,['Demonology'],"Gideon, the keeper of the demon of lies, knows instantly whenever anyone speaks false and suffers whenever he speaks the truth. Yet when he captures Scarlet, a demon-possessed immortal who claims to be his wife, Gideon knows she tells the truth yet can't remember wedding--or bedding--her.",N/A,N/A,en
The Horse Whisperer,['Nicholas Evans'],1996,['Fiction'],"His name is Tom. His voice can calm wild horses, his touch can heal broken spirits. And Annie has traveled a long ways to find him, desperate to heal her injured daughter, her horse, and her heart.",N/A,N/A,en
The Last Song,['Nicholas Sparks'],2009-09-08,['Fiction'],"Her teenage life turned upside-down by her parents' divorce and her father's relocation out of state, Ronnie Miller remains bitter three years later when her mother urges her to spend a summer with her father, a concert pianist who is quietly immersed in creating a work of art that will become the centerpiece of a local church. By the best-selling author of The Lucky One. Movie tie-in.",N/A,N/A,en
Angel,['Barbara Taylor Bradford'],1993,['Fiction'],"All were orphans when they met in their teens in the late seventies, and they vowed to be a family. As they reunite at a film party in London, it is Rosalind Madigan, the angel of the title, who holds them together. An Academy Award-winning designer blessed with innate goodness, Rosie is troubled by commitments that leave her feeling estranged from herself and her friends: Gavin Ambrose, a Hollywood megastar, a brilliant actor/producer whose personal life is not as successful as it appears (Nell Jeffrey, head of an international public relations firm and Rosie's best friend, a glamorous woman having a secret love affair (and Kevin Madigan, Rosie's brother, an undercover cop in the NYPD Crime Intelligence Division who specializes in fighting organized crime, an assignment that threatens his life. Into their midst come a dashing French aristocrat and the world's most successful popular singer, two men who disrupt--and irrevocably transform--""the family...."" ANGEL Told with the power that only Barbara Taylor Bradford can bring to the page, this stunning novel is about a group of friends--and also about individuals who, facing their own mortality, must reevaluate their lives and strengthen their commitments. Exciting and moving, it will fascinate you from beginning to end. ""From the Paperback edition.",N/A,N/A,en
"Jigsaw, an Unsentimental Education",['Sybille Bedford'],1990,['Fiction'],"An autobiographical novel based on Sybille Bedford's highly unusual childhood, moving from a south-German Schloss full of animals and expensive wines to a nonconformist family in the North of England.",N/A,N/A,en
The Dogs and the Wolves,['Irène Némirovsky'],2010,['Fiction'],"A wonderful, panoramic novel and an achingly poignant love story from the bestselling author of Suite Française.",5,N/A,en
Dance Upon the Air,['Nora Roberts'],2001,['Abused wives'],"When Nell Channing arrives on charming Three Sisters Island, she believes that she's finally found refuge from her abusive husband --and from the terrifying life she fled so desperately eight months ago. But even in this quiet , peaceful place, Nell never feels entirely at ease. Careful to conceal her true identity, she takes a job as a cook at the local bookstore cafe--and begins to explore her feelings for the island sheriff, Zack Todd. But there is a part of herself she can never reveal to him--for she must continue to guard her secrets if she wants to keep the past at bay. One careless word, one misplaced confidence, and the new life she's so carefully created could shatter completely. Just as Nell starts to wonder if she'll ever be able to break free of her fear, she realizes that the island suffers under a terrible curse--one that can only be broken by the descendants of the Three Sisters, the witches who settled the island back in 1692. And now, with the help of two other strong, gifted women, and the nightmares of the past haunting her every step, she must find the power to save her home, her love, and herself.",N/A,N/A,en
Here's Looking at You,['Mhairi McFarlane'],2025-05-06,['Fiction'],"A laugh-out-loud read from the Sunday Times bestselling author of If I Never Met You Anna Alessi - history expert, possessor of a lot of hair and an occasionally filthy mouth - seeks nice man for intelligent conversation and Mills & Boon moments. Despite the oddballs that keep turning up on her dates, Anna couldn't be happier. As a 30-something with a job she loves, life has turned out better than she dared dream. However, things weren't always this way, and her years spent as the 'Italian Galleon' of an East London comprehensive are ones she'd rather forget. So when James Fraser - the architect of Anna's final humiliation at school - walks back into her life, her world is turned upside down. But James seems a changed man. Polite. Mature. Funny, even. People can change, right? So why does Anna feel like she's a fool to trust him? Hilarious and poignant, Here's Looking At You will have you laughing one minute and crying the next. The new must-read novel from #1 bestseller Mhairi McFarlane.",N/A,N/A,en
Dirty,['Kylie Scott'],2016-04-19,['Fiction'],He’s an ex-musician turned bartender who’s a bit rough around the edges; she’s a brokenhearted bride who ran from a disaster at the altar; can this sexy bad boy be the Mr. Right she was looking for all along?,N/A,N/A,en
Demon Rumm,['Sandra Brown'],2005,['Fiction'],"It was the publicity stunt from hell as far as Kirsten Rumm was concerned. She may have been writing the book about her late husband, aeronautical daredevil Demon Rumm, but she didn’t see the need to play host to the arrogant bad-boy actor starring in the film version’s title role. Still, for the good of the project, Kirsten agreed to share her beachfront home with the impossibly sexy screen idol. Any other woman would do anything to be in her sandals, but Kirsten wasn’t falling for Rylan North, even if he did play his role of male lead to perfection. His down-home charm, his gentleness and virile charisma, might be seducing her in every sense of the word, but he was an actor, after all. Seducing an audience was his job. Rylan could have any woman he wanted. So why was he so desperately pretending to want her? From the moment he saw her, Rylan North knew that Kirsten Rumm was the woman he’d been waiting all his life to cast as the star in his real-life love story. What did it matter if he was every woman’s fantasy if he couldn’t get Kirsten to so much as glance his way? He’d caught the look of past hurt behind her sky-blue eyes–a dark secret that shadowed the sparkle. Rylan was determined to find out what tragedy held this passionate woman back from a second chance at love even if it cost him his reputation, his career, and his life. But first he’d have to get Kirsten to act on her instincts . . . and to trust the flesh-and-blood man behind the fantasy.",N/A,N/A,en
Miracle,['Danielle Steel'],2005,['Businessmen'],"It is New Year's Eve when the storm of the century hits northern California. In a quiet neighborhood in San Francisco, amid the chaos of fallen trees and damaged homes, the lives of three strangers are about to collide. For Quinn Thompson, what happens in the storm's wake will bring down a barrier he has built around himself since his wife's death. For neighbor Maggie Dartman, it will spark friendship at a time when she needs it most. And for Jack Adams, a carpenter who will repair Quinn's and Maggie's homes, the storm brings an opportunity: to help two people and to be repaid with the greatest gift of all. As three lives come together and a unique friendship is forged, something extraordinary begins to happen... Maggie, still grieving a loss, slowly comes alive again - and Jack finally shares a painful secret he has hidden for years. But at the center of the friendship is Quinn. A man who has scaled heights of success in business, Quinn is now adrift, waiting as builders put the finishing touches on his newest passion, a 180-foot yacht he plans to sail around the world. Looking back at all he missed with his family while he built his empire, Quinn is consumed by guilt, focused only on escaping to the sea. But as his plans near completion, and his friendship with Maggie begins to change, Quinn faces a choice - between a safe haven and an adventure of the heart. The choice he makes will affect other lives as powerfully as his own. And it will take him on an extraordinary journey - and into a second, terrifying storm, one that will bring him danger... or deliverance. Danielle Steel brings us miracles big and small - the kind we are blessed with and those we give to others. With a subtle hand and a flawless touch, she has written a novel that soars with hope, and makes us laugh, cry, and care.",N/A,N/A,en
Pretty Reckless,['L. J. Shen'],2023-08-22,['Fiction'],"They say revenge is a dish best served cold... Penn Scully has had four years to stew on what Daria Followhill did to him, and now his heart is completely iced over. He took her first kiss, and she took away the only person he ever loved. He asked her to save the rest of her firsts for him, and she walked all over his heart in stiletto heels and left it bleeding out on a bright summer day. Now, everything has changed. When circumstances leave Penn homeless in his senior year, the Followhills take him in as their latest shiny project. That means, for the time being, he's Daria's housemate, living right across the hall. And once he sees her again, he's determined to make this spoiled princess pay for ruining the only good thing in his life. But Daria is used to being misunderstood. Being slammed for every snarky comment, cynical eye roll, and foot she puts in the way of the people who hurt her. Being the girl everyone wants to see cry, and keeping her tears hidden. Penn wanted her firsts, but she wants to be his last everything. The problem is, once they see past each other's cutting barbs and wounded hearts, the truths they uncover might just start something new altogether.",N/A,N/A,en
Nineteen Eighty-four,['George Orwell'],1984,['Fiction'],"(Book Jacket Status: Jacketed) ""Nineteen Eighty-Four"" revealed George Orwell as one of the twentieth century's greatest mythmakers. While the totalitarian system that provoked him into writing it has since passed into oblivion, his harrowing cautionary tale of a man trapped in a political nightmare has had the opposite fate: its relevance and power to disturb our complacency seem to grow decade by decade. In Winston Smith's desperate struggle to free himself from an all-encompassing, malevolent state, Orwell zeroed in on tendencies apparent in every modern society, and made vivid the universal predicament of the individual.",5,N/A,en
Devoted in Death HB,['J. D. Robb'],2015-09-08,"['Dallas, Eve (Fictitious character)']",Eve Dallas tracks a young couple whose heated passion for each other is fueled by cold brutality.,N/A,N/A,en
West Side Story,['Irving Shulman'],1990-04-15,['Fiction'],"From the silver screen to the Great White Way--one of the greatest stories of all time. They came together through love but violence threatened to tear them apart. Maria was young and innocent and had never known love--until Tony. And he, who had been seeking something beyond the savagery of the streets, discovered it with her. But Maria's brother was leader of the Sharks and Tony had once led the rival Jets. Now both gangs were claiming the same turf. Tony promised Maria that he would stay out of it. Would he be able to keep his word? Or would their newfound love be destroyed by sudden death?",4,N/A,en
P.S. I Still Love You,['Jenny Han'],2015-05-26,['Dating (Social customs)'],Lara Jean and her love letters are back in this irresistible sequel to 'To All the Boys I've Loved Before',4,N/A,en
Desire,['Nicole Jordan'],2001,['Aristocracy (Social class)'],N/A,N/A,N/A,en
Single by Saturday,['Catherine Bybee'],2014,['Bodyguards'],"A year ago, Karen Jones agreed to wed a famous actor to defuse rumors about his personal life. Now, her divorce sits just around the corner, along with a five million dollar payout. However, as she prepares to exit her fake marriage gracefully, her drop-dead-gorgeous brother-in-law walks through the door--and into her heart.",N/A,N/A,en
Taming My Prince Charming,['J. S Cooper'],2014-08-19,['College students'],"When Lola met Xavier, Prince of Romerius, she was immediately attracted to his dark, handsome good looks and sparkling green eyes. She spent a whirlwind weekend with him and almost fell for his charm, until he humiliated her and she fled. Lola wasn't prepared to find out that Xavier was her new professor and her new boss. She also wasn't prepared for the sparks that flew every time they were together. When Xavier takes her on a work trip, she is shocked when they are mobbed by the paparazzi and agrees to go to Romerius with Xavier to pretend she is his fianc�. Only Lola had no idea that Xavier had a master plan from the moment he met her. He wanted a week to make her his, so that he could get her out of his system. Only Xavier had no idea that fate had another plan for him.",N/A,N/A,en
Ghosts of the Shadow Market,"['Cassandra Clare', 'Sarah Rees Brennan', 'Maureen Johnson', 'Kelly Link', 'Robin Wasserman']",2019,['Demonology'],"The Shadow Market is a meeting point for faeries, werewolves, warlocks and vampires. There the Downworlders buy and sell magical objects, make dark bargains, and whisper secrets they do not want the Nephilim to know. Through two centuries, however, there has been a frequent visitor to the Shadow Market from the City of Bones, the very heart of the Shadowhunters. As a Silent Brother, Brother Zachariah is sworn keeper of the laws and lore of the Nephilim. But once he was a Shadowhunter called Jem Carstairs, and his love, then and always, is the warlock Tessa Gray. Follow Brother Zachariah and see, against the backdrop of the Shadow Market's dark dealing and festival, Anna Lightwood's doomed romance, Matthew Fairchild's great sin and Tessa Gray plunged into a world war. Valentine Morgenstern buys a soul at the Market and a young Jace Wayland's soul finds safe harbor. In the Market is hidden a lost heir and a beloved ghost, and no-one can save you once you have traded away your heart. Not even Brother Zachariah. The series features characters from Cassandra Clare's Mortal Instruments, Infernal Devices, Dark Artifices and the upcoming Last Hours series.",N/A,N/A,en
Gabriel's Angel,['Nora Roberts'],1989,['Fiction'],"Pregnant, alone, and on the run to protect her unborn child, Laura Malone finds herself stranded with Gabriel Bradley, with whom she forms a bond after he provides her with shelter and friendship through the storm.",5,N/A,en
The Promise,['Danielle Steel'],1978,['Large type books'],N/A,N/A,N/A,en
Down the Rabbit Hole,"['J. D. Robb', 'Mary Blayney', 'Elaine Fox', 'Mary Kay McComas', 'Ruth Ryan Langan']",2015-09-29,['Fiction'],"Inspired by the enchanting Lewis Carroll classic, a collection of stories, takes readers to a place rife with the mad, impossible, and the curiouser that is neither here nor there and where things are never quite as they seem.",N/A,N/A,en
It Happened One Summer,['Tessa Bailey'],2021-07-13,[],"Tessa Bailey is back with a Schitt's Creek-inspired rom-com about a Hollywood ""It Girl"" who's cut off from her wealthy family and exiled to a small Pacific Northwest beach town... where she butts heads with a surly, sexy local who thinks she doesn't belong. Piper Bellinger is fashionable, influential, and her reputation as a wild child means the paparazzi are constantly on her heels. When too much champagne and an out-of-control rooftop party lands Piper in the slammer, her stepfather decides enough is enough. So he cuts her off, and sends Piper and her sister to learn some responsibility running their late father's dive bar... in Washington. Piper hasn't even been in Westport for five minutes when she meets big, bearded sea captain Brendan, who thinks she won't last a week outside of Beverly Hills. So what if Piper can't do math, and the idea of sleeping in a shabby apartment with bunk beds gives her hives. How bad could it really be? She's determined to show her stepfather--and the hot, grumpy local--that she's more than a pretty face. Except it's a small town and everywhere she turns, she bumps into Brendan. The fun-loving socialite and the gruff fisherman are polar opposites, but there's an undeniable attraction simmering between them. Piper doesn't want any distractions, especially feelings for a man who sails off into the sunset for weeks at a time. Yet as she reconnects with her past and begins to feel at home in Westport, Piper starts to wonder if the cold, glamorous life she knew is what she truly wants. LA is calling her name, but Brendan--and this town full of memories--may have already caught her heart.",5,N/A,en
The Secret Woman,['Victoria Holt'],1971,['Fiction'],N/A,N/A,N/A,en
Deep,['Kylie Scott'],2015-03-31,['Fiction'],"Ben Nicholson is the only man that has ever made ordinary girl Lizzy Rollins feel both completely safe and crazy with desire. The problem is, Ben is the irresistibly sexy bass player for Stage Dive and, no matter how much Lizzy may wish otherwise, he's only looking for a good time.",N/A,N/A,en
Solo,['Jack Higgins'],1981-09-15,['Fiction'],Protagonist John Mikali is a genius capable of moving within minutes from committing cold-blooded murder to performing brilliantly at the piano and then making love passionately.,N/A,N/A,en
Rising Tides,['Nora Roberts'],1998,['Bays'],N/A,N/A,N/A,en
Whirlpool of Passion,['Emma Darcy'],1987,['Romance'],N/A,N/A,N/A,en
Devoted in Death,['J. D. Robb'],2016-01-28,['Fiction'],"It's a new year in New York city, and two star-crossed lovers have just discovered an insatiable appetite...for murder. Lieutenant Eve Dallas has witnessed some grisly crimes in her career and she knows just how dark things can get on the streets. But when a much-loved musician is found dead, Eve soon realises that his murder is part of a horrifying killing spree, stretching right across the country. Now the killers have reached New York, and they've found themselves another victim. Eve knows she only has a couple of days to save a young girl's life, and to stop the killers before their sadistic games escalate. Eve's husband Roarke is ready to put his brains and his considerable resources behind the search. But even as the couple works closely together, time is running out...",N/A,N/A,en
